GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math4.stat.descriptive,SummaryStatistics,96,874,19,41,28,169,28,42,9,31
Apache Commons Math,org.apache.commons.math4.stat.descriptive,AggregateSummaryStatistics,75,272,9,15,14,56,14,15,5,12
Apache Commons Math,org.apache.commons.math4.stat.descriptive,MultivariateSummaryStatistics,0,726,8,36,0,145,8,50,0,36
Apache Commons Math,org.apache.commons.math4.stat.descriptive,AbstractUnivariateStatistic,68,33,10,2,13,7,7,6,2,5
Apache Commons Math,org.apache.commons.math4.stat.descriptive,AbstractStorelessUnivariateStatistic,7,118,3,17,1,26,3,14,0,7
Apache Commons Math,org.apache.commons.math4.stat.descriptive,SynchronizedDescriptiveStatistics,9,73,0,0,4,28,2,14,2,14
Apache Commons Math,org.apache.commons.math4.stat.descriptive,DescriptiveStatistics,89,856,2,26,18,151,3,63,1,51
Apache Commons Math,org.apache.commons.math4.stat.descriptive,StatisticalSummaryValues,0,225,5,11,0,45,5,14,0,11
Apache Commons Math,org.apache.commons.math4.stat.descriptive,SynchronizedSummaryStatistics,72,77,0,0,29,30,13,24,13,24
Apache Commons Math,org.apache.commons.math4.stat.descriptive,SynchronizedMultivariateSummaryStatistics,0,104,0,0,0,41,0,31,0,31
Apache Commons Math,org.apache.commons.math4.stat.descriptive,AggregateSummaryStatistics.AggregatingSummaryStatistics,36,22,8,0,8,8,6,2,2,2
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,Circle.CircleTransform,0,43,0,0,0,10,0,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,S2Point,3,221,4,16,1,42,4,21,0,15
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,PropertiesComputer,10,192,3,13,3,41,3,14,0,9
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,Edge,35,236,1,11,4,47,1,14,0,9
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,SphericalPolygonsSet,23,733,13,69,7,146,11,45,0,15
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,Sphere2D,2,6,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,Circle,6,218,0,2,1,43,1,24,1,23
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,Vertex,2,77,1,5,1,23,1,10,0,8
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,Sphere2D.LazyHolder,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,SubCircle,0,82,0,8,0,14,0,7,0,3
Apache Commons Math,org.apache.commons.math4.geometry.spherical.twod,EdgesBuilder,7,251,1,23,1,52,1,18,0,7
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.UpperBoundMapper,0,20,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,LeastSquaresConverter,25,175,3,15,3,35,3,10,0,4
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultiStartMultivariateOptimizer,0,41,0,0,0,11,0,5,0,5
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultivariateFunctionPenaltyAdapter,29,159,3,17,3,26,3,9,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.LowerUpperBoundMapper,0,27,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,GoalType,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.LowerBoundMapper,0,18,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,LineSearch.new UnivariateFunction() {...},0,49,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,ObjectiveFunction,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,GradientMultivariateOptimizer,0,42,1,3,0,10,1,5,0,4
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultiStartMultivariateOptimizer.new Comparator() {...},11,31,5,3,2,7,4,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,ObjectiveFunctionGradient,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultivariateOptimizer,0,56,0,6,0,15,0,8,0,5
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,LineSearch,0,88,0,0,0,14,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter,21,165,2,16,2,26,2,11,0,4
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.NoBoundsMapper,0,4,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.integration,IterativeLegendreGaussIntegrator,7,157,1,7,1,34,1,9,0,6
Apache Commons Math,org.apache.commons.math4.analysis.integration,RombergIntegrator,20,145,4,8,6,31,4,6,1,3
Apache Commons Math,org.apache.commons.math4.analysis.integration,BaseAbstractUnivariateIntegrator,17,120,1,3,4,36,3,13,2,12
Apache Commons Math,org.apache.commons.math4.analysis.integration,SimpsonIntegrator,9,111,1,9,2,27,1,8,0,4
Apache Commons Math,org.apache.commons.math4.analysis.integration,TrapezoidIntegrator,20,162,4,10,6,37,4,8,1,4
Apache Commons Math,org.apache.commons.math4.analysis.integration,IterativeLegendreGaussIntegrator.new UnivariateFunction() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.integration,MidPointIntegrator,10,147,3,9,3,32,3,8,0,5
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,PSquarePercentile,18,363,4,42,2,74,4,34,0,15
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Median,13,29,0,0,3,6,2,4,2,4
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Min,6,102,0,12,3,28,1,14,1,8
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile,33,462,3,42,9,104,3,46,1,24
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,PSquarePercentile.Marker,61,423,6,42,7,65,7,32,1,14
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Max,6,102,0,12,3,28,1,14,1,8
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,46,0,4,0,5,0,4,0,2
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,PSquarePercentile.FixedCapacityList,2,38,3,5,0,7,3,4,0,3
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,59,0,4,0,10,0,5,0,3
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,24,0,2,0,4,0,3,0,2
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,31,0,4,0,5,0,4,0,2
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,33,0,2,0,4,0,4,0,3
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,46,0,4,0,5,0,4,0,2
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,44,0,4,0,5,0,4,0,2
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,33,0,4,0,5,0,4,0,2
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,32,0,4,0,5,0,4,0,2
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,40,0,4,0,5,0,4,0,2
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,Percentile.EstimationType,0,223,0,8,0,31,0,10,0,6
Apache Commons Math,org.apache.commons.math4.stat.descriptive.rank,PSquarePercentile.Markers,45,543,0,36,4,82,1,33,1,15
Apache Commons Math,org.apache.commons.math4.complex,ComplexUtils,2046,1782,212,102,291,393,147,113,41,62
Apache Commons Math,org.apache.commons.math4.complex,ComplexFormat,40,382,6,32,11,100,6,34,0,20
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,Network.NeuronIdentifierComparator,3,20,2,2,0,4,2,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,MapUtils.PairNeuronDouble,0,17,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,FeatureInitializerFactory.new FeatureInitializer() {...},0,17,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,FeatureInitializerFactory.new FeatureInitializer() {...},0,31,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,Neuron.SerializationProxy,0,17,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,Network.SerializationProxy,0,27,0,0,0,7,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,Network,53,547,9,39,10,106,11,33,2,18
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,MapUtils,343,86,32,8,71,20,21,6,5,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,SquareNeighbourhood,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,Neuron,20,143,2,10,3,33,3,14,1,10
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,FeatureInitializerFactory,0,35,0,0,0,5,0,4,0,4
Apache Commons Math,org.apache.commons.math4.ml.neuralnet,MapUtils.PairNeuronDouble.new Comparator() {...},0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod.util,TopographicErrorHistogram,120,0,10,0,25,0,7,0,2,0
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod.util,HitHistogram,92,0,8,0,22,0,6,0,2,0
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod.util,QuantizationError,109,0,8,0,22,0,6,0,2,0
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod.util,SmoothedDataHistogram,119,0,8,0,25,0,6,0,2,0
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod.util,UnifiedDistanceMatrix,318,0,28,0,61,0,18,0,4,0
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod.util,LocationFinder,4,58,1,5,1,11,1,4,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod.util,LocationFinder.Location,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.optim,PointValuePair.DataTransferObject,0,20,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim,InitialGuess,0,13,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim,PointValuePair,4,45,2,4,0,10,2,6,0,5
Apache Commons Math,org.apache.commons.math4.optim,AbstractOptimizationProblem.MaxIterCallback,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.optim,BaseOptimizer.MaxIterCallback,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.optim,SimplePointChecker,0,85,2,10,0,21,2,7,0,3
Apache Commons Math,org.apache.commons.math4.optim,BaseMultivariateOptimizer,10,174,2,28,1,36,2,20,0,7
Apache Commons Math,org.apache.commons.math4.optim,SimpleVectorValueChecker,0,83,1,11,0,21,1,8,0,3
Apache Commons Math,org.apache.commons.math4.optim,BaseOptimizer.MaxEvalCallback,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.optim,MaxIter,11,11,1,1,2,5,2,2,1,2
Apache Commons Math,org.apache.commons.math4.optim,BaseOptimizer,13,104,0,6,4,27,2,13,2,10
Apache Commons Math,org.apache.commons.math4.optim,BaseMultiStartMultivariateOptimizer,44,189,12,22,8,46,10,11,0,4
Apache Commons Math,org.apache.commons.math4.optim,AbstractOptimizationProblem,0,40,0,0,0,10,0,5,0,5
Apache Commons Math,org.apache.commons.math4.optim,PointVectorValuePair,22,50,5,7,3,10,6,7,2,5
Apache Commons Math,org.apache.commons.math4.optim,PointVectorValuePair.DataTransferObject,0,22,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim,SimpleBounds,0,41,0,0,0,11,0,4,0,4
Apache Commons Math,org.apache.commons.math4.optim,AbstractConvergenceChecker,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.optim,MaxEval,11,11,1,1,2,5,2,2,1,2
Apache Commons Math,org.apache.commons.math4.optim,SimpleValueChecker,0,71,1,9,0,16,1,7,0,3
Apache Commons Math,org.apache.commons.math4.optim,AbstractOptimizationProblem.MaxEvalCallback,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialFunctionLagrangeForm,82,450,3,31,15,73,5,22,3,7
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialFunctionNewtonForm,37,258,3,15,7,44,5,14,2,8
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialsUtils.JacobiKey,3,38,4,4,1,8,4,3,0,3
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialFunction,127,463,16,46,26,82,15,32,3,13
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialsUtils,0,442,0,20,0,72,0,19,0,9
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialSplineFunction,69,218,11,19,10,36,8,15,1,7
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialFunction.Parametric,0,31,0,2,0,8,0,4,0,3
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,22,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,23,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,97,0,0,0,8,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,38,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,32,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math4.genetics,ChromosomePair,15,15,0,0,1,6,1,3,1,3
Apache Commons Math,org.apache.commons.math4.genetics,FixedElapsedTime,14,35,1,5,3,8,2,4,1,2
Apache Commons Math,org.apache.commons.math4.genetics,GeneticAlgorithm,25,148,6,12,6,39,7,14,1,11
Apache Commons Math,org.apache.commons.math4.genetics,TournamentSelection,26,62,1,3,5,13,3,4,2,3
Apache Commons Math,org.apache.commons.math4.genetics,OrderedCrossover,0,171,0,14,0,37,0,10,0,3
Apache Commons Math,org.apache.commons.math4.genetics,NPointCrossover,9,160,1,15,2,35,2,10,1,3
Apache Commons Math,org.apache.commons.math4.genetics,RandomKeyMutation,13,33,1,1,2,8,1,2,0,2
Apache Commons Math,org.apache.commons.math4.genetics,OnePointCrossover,14,95,3,7,2,18,3,5,0,3
Apache Commons Math,org.apache.commons.math4.genetics,TournamentSelection.new ListPopulation() {...},2,7,0,0,1,1,1,1,1,1
Apache Commons Math,org.apache.commons.math4.genetics,AbstractListChromosome,1,49,1,1,0,12,1,6,0,6
Apache Commons Math,org.apache.commons.math4.genetics,CycleCrossover,6,194,1,21,2,42,2,14,1,4
Apache Commons Math,org.apache.commons.math4.genetics,UniformCrossover,3,125,0,14,1,24,1,10,1,3
Apache Commons Math,org.apache.commons.math4.genetics,ElitisticListPopulation,0,87,0,6,0,20,0,8,0,5
Apache Commons Math,org.apache.commons.math4.genetics,BinaryMutation,7,41,1,3,1,8,1,3,0,2
Apache Commons Math,org.apache.commons.math4.genetics,InvalidRepresentationException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.genetics,BinaryChromosome,2,96,1,15,1,22,1,12,0,5
Apache Commons Math,org.apache.commons.math4.genetics,RandomKey,32,305,3,29,4,63,4,24,1,11
Apache Commons Math,org.apache.commons.math4.genetics,FixedGenerationCount,12,26,1,3,2,9,2,3,1,2
Apache Commons Math,org.apache.commons.math4.genetics,Chromosome,2,54,1,7,1,15,2,8,1,5
Apache Commons Math,org.apache.commons.math4.genetics,ListPopulation,4,178,1,17,1,41,1,20,0,12
Apache Commons Math,org.apache.commons.math4.analysis.integration.gauss,BaseRuleFactory,19,134,2,8,4,28,2,8,0,5
Apache Commons Math,org.apache.commons.math4.analysis.integration.gauss,GaussIntegratorFactory,0,130,0,2,0,20,0,10,0,9
Apache Commons Math,org.apache.commons.math4.analysis.integration.gauss,HermiteRuleFactory,0,334,0,24,0,69,0,14,0,2
Apache Commons Math,org.apache.commons.math4.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,0,514,0,24,0,98,0,15,0,3
Apache Commons Math,org.apache.commons.math4.analysis.integration.gauss,SymmetricGaussIntegrator,0,104,0,6,0,25,0,6,0,3
Apache Commons Math,org.apache.commons.math4.analysis.integration.gauss,GaussIntegrator,8,92,1,3,1,21,1,7,0,6
Apache Commons Math,org.apache.commons.math4.analysis.integration.gauss,LegendreRuleFactory,0,321,0,24,0,61,0,14,0,2
Apache Commons Math,org.apache.commons.math4.analysis.integration.gauss,LaguerreRuleFactory,0,126,0,8,0,24,0,7,0,3
Apache Commons Math,org.apache.commons.math4.stat.regression,RegressionResults,174,314,28,30,34,53,28,18,4,13
Apache Commons Math,org.apache.commons.math4.stat.regression,AbstractMultipleLinearRegression,38,402,6,42,6,78,7,37,1,19
Apache Commons Math,org.apache.commons.math4.stat.regression,ModelSpecificationException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.stat.regression,SimpleRegression,400,1183,44,80,49,179,33,61,2,30
Apache Commons Math,org.apache.commons.math4.stat.regression,GLSMultipleLinearRegression,21,95,0,2,3,21,1,7,1,6
Apache Commons Math,org.apache.commons.math4.stat.regression,OLSMultipleLinearRegression,0,223,0,12,0,43,0,18,0,12
Apache Commons Math,org.apache.commons.math4.stat.regression,MillerUpdatingRegression,512,2528,66,208,83,429,57,104,2,22
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,EulerIntegrator,0,25,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsMoultonIntegrator,29,382,2,30,4,76,2,17,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,EmbeddedRungeKuttaFieldIntegrator,9,723,0,50,3,101,3,33,3,8
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,GraggBulirschStoerIntegrator,25,1985,22,212,7,305,22,109,0,13
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,MidpointStepInterpolator,0,150,1,7,0,24,1,7,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsBashforthFieldIntegrator,19,466,2,34,1,79,2,20,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,EulerFieldStepInterpolator,0,83,1,3,0,9,1,4,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,LutherIntegrator,0,288,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,EmbeddedRungeKuttaIntegrator,0,626,0,54,0,112,0,36,0,9
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,GillFieldStepInterpolator,0,296,1,3,0,33,1,4,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsNordsieckFieldTransformer,0,500,0,32,0,75,0,23,0,7
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdaptiveStepsizeIntegrator,17,395,7,39,3,83,6,29,0,12
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,HighamHall54Integrator,0,331,0,6,0,19,0,8,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsNordsieckTransformer,4,464,0,32,1,74,1,23,1,7
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,GillFieldIntegrator,0,202,0,2,0,28,0,6,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,ClassicalRungeKuttaFieldIntegrator,0,166,0,2,0,24,0,6,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdaptiveStepsizeFieldIntegrator,90,448,14,28,10,77,13,19,3,8
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,DormandPrince853FieldStepInterpolator,0,2259,1,7,0,182,1,7,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,DormandPrince853FieldIntegrator,5,1978,1,7,1,229,1,11,0,8
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsFieldStepInterpolator,18,206,0,6,1,31,1,7,1,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,ThreeEighthesStepInterpolator,0,308,1,7,0,38,1,7,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,RungeKuttaStepInterpolator,18,223,7,23,2,49,7,14,0,6
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,HighamHall54StepInterpolator,0,449,1,7,0,41,1,7,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,RungeKuttaIntegrator,7,543,1,43,1,82,1,24,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,RungeKuttaFieldStepInterpolator,0,113,0,6,0,14,0,9,0,6
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,MidpointIntegrator,0,42,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,ClassicalRungeKuttaIntegrator,0,88,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsMoultonFieldIntegrator,6,410,1,29,1,70,1,17,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,DormandPrince54Integrator,0,318,0,4,0,16,0,7,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,LutherStepInterpolator,0,722,1,7,0,50,1,8,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,DormandPrince853Integrator,0,895,0,6,0,43,0,8,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,EulerStepInterpolator,0,100,1,7,0,13,1,7,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsMoultonFieldIntegrator.Corrector,15,157,2,6,0,23,2,6,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,GraggBulirschStoerStepInterpolator,59,842,15,43,9,127,14,25,0,10
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,ThreeEighthesIntegrator,0,88,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,ClassicalRungeKuttaStepInterpolator,0,269,1,7,0,35,1,7,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsFieldIntegrator,0,52,0,0,0,10,0,5,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,DormandPrince54FieldStepInterpolator,0,918,1,3,0,124,1,4,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,GillStepInterpolator,0,307,1,7,0,43,1,8,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,ClassicalRungeKuttaFieldStepInterpolator,0,254,1,3,0,26,1,4,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,LutherFieldStepInterpolator,0,778,1,3,0,48,1,4,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,RungeKuttaFieldIntegrator,9,571,1,39,1,73,1,23,0,4
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,MidpointFieldStepInterpolator,0,128,1,3,0,16,1,4,0,3
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,DormandPrince54FieldIntegrator,0,566,0,6,0,75,0,11,0,8
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,GillIntegrator,0,117,0,0,0,8,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,AdamsIntegrator,0,48,0,0,0,10,0,5,0,5
Apache Commons Math,org.apache.commons.math4.ode.nonstiff,HighamHall54FieldIntegrator,0,591,0,8,0,76,0,12,0,8
